Norma Agent,Wins,Loss,Draw,Total Games Played,Predicted Invalid Moves,Turns
1,0,19,1,20,"[5, 4, 7, 0, 10, 36, 2, 9, 28, 21, 27, 5, 5, 5, 7, 4, 15, 13, 11, 18, 7, 22, 21, 12, 14, 18, 10, 5, 5, 4, 7, 34, 10, 25, 12, 5, 24, 46, 19, 48, 2, 29, 43, 5, 10, 8, 9, 1, 14, 11, 3, 11, 2, 53, 6, 15, 2, 1, 21, 8, 5, 6, 0, 10, 2, 7, 10, 12, 12, 21, 6, 22, 1, 23, 6, 5, 2, 1, 4, 10, 11, 17, 24, 23, 22, 12, 36, 39, 0, 2, 47, 51, 49, 0, 24, 7, 9, 5, 5, 5, 5, 4, 1, 14, 2, 1, 14, 22, 27, 31, 50, 34, 36, 62, 50, 73, 71, 0, 1, 5, 2, 5, 4, 2, 6, 8, 3, 5, 23, 23, 23, 37, 41, 22, 39, 39, 5, 5, 9, 1, 11, 12, 22, 17, 19, 9, 18, 18, 46, 46, 3, 28, 5, 2, 9, 1, 23, 13, 30, 23, 4, 19, 14, 25, 38, 33, 12, 35, 12, 5, 2, 7, 10, 21, 14, 9, 18, 17, 12, 8, 22, 28, 31, 12, 40, 5, 22, 5, 7, 4, 8, 7, 7, 23, 31, 22, 47, 44, 12, 36, 44, 34, 69, 78, 65, 45, 4, 15, 3, 1, 3, 1, 3, 3, 1, 8, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 10, 6, 3, 6, 5, 10, 13, 5, 13, 12, 24, 4, 14, 12, 9, 23, 39, 33, 24, 18, 55, 41, 45, 32, 12, 9, 7, 4, 9, 1, 1, 1, 6, 8, 3, 4, 4, 2, 2, 9, 5, 5, 4, 6, 20, 16, 5, 10, 38, 56, 59, 56, 40, 44, 55, 48, 32, 74, 74, 39, 8, 6, 8, 0, 0, 0, 4, 0, 2, 0, 2, 1, 5, 0, 2, 1, 4, 1, 0, 5, 4, 3, 2, 5, 4, 0, 4, 11, 13, 12, 32, 31, 7, 16, 14, 35, 57, 5, 2, 0, 11, 16, 9, 24, 15, 19, 26, 15, 33, 40, 32, 32, 3, 52, 33, 94, 1, 5, 4, 9, 0, 8, 8, 21, 11, 5, 18, 36, 19, 41, 57, 30, 22, 33, 5, 6, 3, 3, 5, 13, 16, 18, 17, 24, 35, 19, 25, 21, 27, 28, 6, 43, 52, 5, 6, 10, 12, 32, 12, 8, 35, 39, 33, 36, 51, 2, 46, 48, 42, 27, 65, 25, 10, 10, 4, 2, 5, 6, 13, 9, 13, 21, 12, 32, 11, 14, 19, 29, 23, 0, 26, 42, 18, 1, 35, 1]","[24, 30, 32, 34, 30, 46, 46, 30, 32, 34, 36, 99, 72, 86, 28, 40, 34, 38, 46, 40]"
1,0,19,1,20,"[5, 6, 0, 13, 14, 15, 10, 30, 6, 0, 2, 8, 5, 28, 23, 35, 5, 1, 12, 14, 17, 5, 0, 16, 7, 4, 7, 12, 2, 21, 4, 5, 4, 9, 10, 21, 4, 38, 0, 14, 0, 25, 24, 23, 43, 40, 5, 5, 7, 6, 17, 14, 16, 12, 25, 27, 31, 48, 59, 45, 33, 17, 19, 57, 50, 2, 5, 5, 17, 9, 7, 10, 20, 9, 15, 24, 6, 23, 33, 37, 17, 52, 51, 54, 54, 79, 11, 2, 8, 2, 5, 1, 15, 15, 5, 10, 40, 16, 13, 18, 23, 17, 36, 17, 43, 21, 42, 82, 69, 100, 3, 2, 3, 4, 26, 25, 7, 9, 5, 1, 20, 4, 18, 4, 24, 33, 10, 2, 24, 40, 25, 28, 35, 79, 55, 54, 56, 63, 2, 4, 3, 2, 3, 5, 19, 15, 14, 0, 7, 0, 13, 1, 13, 1, 1, 5, 1, 5, 1, 8, 15, 5, 3, 2, 3, 1, 5, 1, 5, 4, 6, 7, 9, 13, 9, 11, 5, 33, 31, 52, 22, 46, 44, 54, 33, 12, 5, 6, 6, 14, 15, 26, 28, 18, 6, 27, 21, 24, 23, 28, 27, 24, 5, 4, 2, 17, 6, 18, 38, 20, 17, 5, 10, 21, 16, 26, 31, 22, 50, 3, 58, 5, 10, 4, 32, 5, 4, 11, 8, 0, 1, 32, 5, 19, 7, 36, 30, 2, 5, 1, 21, 3, 14, 6, 15, 13, 32, 17, 31, 18, 51, 37, 33, 41, 43, 71, 45, 45, 4, 8, 10, 6, 5, 4, 29, 10, 17, 7, 29, 0, 31, 44, 7, 28, 1, 42, 3, 0, 5, 10, 8, 15, 0, 10, 15, 14, 18, 5, 2, 2, 30, 46, 9, 52, 5, 10, 55, 5, 6, 4, 16, 23, 4, 13, 8, 40, 16, 37, 41, 55, 60, 20, 6, 4, 18, 24, 29, 12, 5, 7, 8, 12, 8, 14, 6, 30, 10, 15, 6, 11, 24, 12, 35, 12, 62, 12, 58, 5, 6, 8, 8, 13, 17, 18, 10, 2, 24, 10, 17, 5, 14, 25, 35, 3, 46, 65, 52, 8, 5, 4, 6, 5, 6, 26, 7, 3, 6, 18, 13, 23, 22, 26, 20, 67, 22, 1, 57, 5, 7, 7, 14, 12, 14, 23, 6, 13, 0, 7, 22, 0, 33, 26, 53, 19, 5, 5, 6, 8, 10, 7, 9, 0, 6, 13, 16, 35, 36, 30, 32, 44, 59, 35, 42]","[32, 30, 30, 40, 48, 56, 99, 36, 32, 38, 34, 48, 32, 38, 42, 38, 48, 32, 36, 36]"
1,2,18,0,20,"[5, 4, 8, 8, 6, 6, 23, 13, 51, 30, 18, 1, 15, 0, 17, 5, 4, 0, 4, 7, 11, 3, 13, 19, 3, 30, 11, 28, 32, 25, 51, 39, 33, 34, 80, 2, 12, 4, 5, 6, 9, 11, 8, 17, 14, 42, 26, 4, 21, 55, 37, 37, 45, 62, 69, 65, 69, 74, 8, 6, 8, 8, 3, 15, 4, 12, 17, 41, 5, 1, 9, 4, 2, 5, 6, 0, 2, 21, 3, 5, 22, 11, 2, 35, 39, 27, 40, 25, 58, 14, 38, 7, 88, 5, 6, 10, 14, 12, 14, 16, 27, 2, 40, 10, 37, 2, 22, 17, 55, 62, 35, 61, 101, 5, 4, 1, 6, 11, 5, 12, 3, 26, 34, 0, 1, 27, 5, 4, 20, 9, 3, 22, 35, 10, 10, 20, 46, 43, 2, 9, 51, 8, 52, 34, 39, 94, 8, 5, 5, 17, 6, 16, 23, 17, 9, 21, 32, 10, 21, 20, 39, 55, 47, 41, 21, 23, 78, 0, 43, 2, 32, 2, 5, 1, 5, 29, 4, 4, 4, 2, 5, 2, 2, 5, 2, 4, 0, 13, 11, 14, 29, 28, 32, 54, 24, 51, 51, 36, 66, 75, 39, 97, 100, 5, 4, 7, 9, 6, 10, 8, 2, 7, 15, 24, 36, 40, 10, 37, 30, 24, 41, 67, 42, 5, 10, 8, 11, 7, 17, 11, 0, 5, 24, 4, 6, 12, 19, 7, 5, 4, 26, 1, 1, 6, 1, 4, 6, 22, 6, 23, 13, 59, 55, 5, 10, 15, 23, 26, 16, 23, 21, 33, 22, 44, 44, 19, 12, 26, 29, 16, 5, 2, 1, 12, 8, 6, 25, 13, 30, 14, 24, 32, 50, 40, 28, 2, 67, 59, 14, 21, 2, 2, 9, 3, 3, 5, 5, 5, 20, 9, 14, 20, 33, 6, 27, 20, 23, 28, 46, 26, 32, 5, 5, 4, 7, 10, 25, 6, 17, 17, 11, 6, 25, 5, 4, 20, 20, 18, 13, 21, 29, 14, 5, 22, 11, 24, 26, 2, 2, 38, 53, 5, 6, 2, 3, 0, 6, 8, 4, 17, 15, 19, 17, 49, 0, 16, 5, 2, 1, 6, 20, 19, 18, 19, 20, 23, 9, 15, 22, 33, 6, 42, 5, 6, 8, 2, 9, 13, 10, 33, 22, 28, 48, 63, 15, 27, 70, 75, 26, 72, 90, 108, 39]","[30, 46, 70, 40, 40, 26, 42, 72, 39, 40, 30, 30, 34, 50, 34, 22, 36, 30, 32, 41]"
1,0,20,0,20,"[5, 6, 2, 17, 4, 10, 14, 1, 21, 20, 13, 40, 50, 41, 38, 58, 21, 52, 29, 5, 5, 7, 3, 9, 11, 24, 23, 18, 34, 7, 20, 37, 36, 39, 28, 53, 41, 61, 63, 5, 13, 5, 4, 7, 6, 5, 10, 9, 22, 8, 13, 4, 5, 24, 31, 10, 24, 19, 18, 26, 1, 39, 30, 68, 71, 3, 20, 0, 2, 1, 1, 8, 1, 5, 6, 10, 4, 7, 3, 7, 38, 35, 9, 33, 45, 32, 39, 6, 34, 36, 5, 1, 15, 23, 15, 14, 32, 14, 2, 14, 13, 24, 1, 29, 19, 2, 16, 17, 5, 10, 15, 33, 14, 2, 3, 43, 35, 16, 19, 4, 5, 4, 3, 17, 21, 6, 10, 5, 15, 19, 29, 33, 33, 38, 23, 38, 17, 49, 39, 65, 5, 4, 5, 8, 3, 2, 18, 14, 3, 46, 27, 36, 57, 9, 18, 53, 28, 5, 4, 6, 7, 22, 13, 14, 7, 14, 27, 41, 12, 39, 48, 23, 60, 88, 8, 13, 16, 4, 5, 10, 1, 5, 5, 7, 8, 20, 12, 20, 25, 12, 21, 48, 26, 16, 34, 20, 39, 5, 5, 56, 45, 3, 5, 4, 2, 20, 17, 3, 7, 40, 16, 32, 28, 29, 7, 6, 5, 2, 11, 8, 13, 5, 8, 2, 5, 29, 15, 30, 31, 10, 38, 43, 58, 49, 69, 61, 5, 2, 5, 7, 6, 7, 10, 11, 33, 6, 37, 42, 23, 24, 3, 7, 16, 34, 5, 54, 75, 53, 4, 6, 10, 11, 14, 8, 6, 9, 12, 7, 4, 3, 4, 5, 4, 7, 4, 13, 9, 3, 15, 5, 5, 7, 14, 7, 13, 9, 9, 15, 11, 8, 18, 17, 7, 30, 5, 1, 16, 7, 9, 37, 8, 33, 28, 23, 5, 19, 27, 38, 36, 33, 32, 31, 54, 5, 2, 1, 10, 28, 34, 18, 15, 35, 29, 1, 50, 1, 40, 38, 52, 4, 71, 35, 0, 5, 4, 10, 9, 14, 13, 1, 21, 23, 29, 26, 36, 4, 27, 35, 45, 31, 27, 59, 87, 9, 2, 1, 5, 3, 4, 3, 4, 5, 5, 9, 0, 8, 2, 2, 11, 1, 19, 4, 20, 36, 40, 7, 15, 22, 58, 29, 5, 4, 9, 4, 8, 12, 9, 2, 25, 25, 44, 0, 22, 37, 46, 62, 54, 73, 5, 4, 8, 11, 3, 11, 7, 14, 5, 20, 26, 53, 35, 33, 18, 42, 10]","[38, 52, 56, 34, 36, 24, 40, 34, 48, 42, 28, 44, 82, 30, 38, 40, 56, 38, 36, 34]"
1,0,20,0,20,"[8, 7, 22, 35, 41, 11, 12, 23, 4, 13, 17, 11, 20, 15, 35, 56, 41, 67, 46, 60, 3, 1, 1, 24, 1, 1, 5, 2, 8, 7, 1, 24, 29, 20, 11, 28, 29, 42, 27, 2, 19, 53, 33, 49, 65, 54, 39, 20, 0, 0, 0, 8, 11, 12, 10, 15, 15, 36, 19, 39, 65, 31, 3, 17, 10, 6, 51, 85, 60, 8, 4, 17, 18, 14, 24, 24, 38, 10, 9, 22, 12, 25, 31, 2, 32, 4, 19, 36, 65, 19, 1, 8, 16, 16, 43, 37, 22, 22, 12, 20, 24, 3, 5, 14, 9, 37, 68, 20, 44, 55, 48, 14, 26, 8, 22, 3, 15, 41, 15, 17, 29, 14, 24, 15, 13, 37, 50, 41, 8, 37, 18, 8, 19, 16, 9, 17, 11, 8, 38, 11, 24, 26, 13, 18, 25, 31, 48, 8, 17, 23, 15, 25, 10, 36, 50, 36, 11, 64, 30, 27, 49, 50, 69, 65, 47, 23, 5, 40, 5, 2, 8, 19, 8, 8, 12, 31, 14, 8, 28, 9, 2, 19, 21, 15, 17, 22, 11, 37, 4, 60, 9, 23, 16, 13, 8, 18, 17, 17, 17, 20, 5, 23, 20, 27, 45, 3, 35, 26, 12, 16, 20, 7, 19, 86, 8, 17, 18, 23, 27, 41, 10, 10, 27, 18, 24, 4, 30, 48, 0, 53, 18, 41, 28, 27, 9, 8, 17, 15, 25, 40, 23, 22, 32, 52, 63, 54, 6, 62, 29, 52, 38, 25, 48, 55, 44, 0, 10, 6, 4, 8, 4, 8, 7, 13, 15, 23, 17, 16, 16, 27, 27, 11, 14, 36, 28, 45, 66, 28, 8, 11, 37, 24, 22, 17, 21, 11, 16, 9, 10, 12, 29, 37, 27, 51, 72, 56, 70, 73, 16, 0, 3, 4, 5, 7, 4, 4, 30, 26, 20, 16, 6, 8, 11, 17, 18, 7, 6, 30, 13, 6, 5, 8, 21, 4, 8, 5, 12, 11, 15, 23, 5, 29, 12, 18, 9, 3, 8, 4, 15, 37, 13, 24, 16, 27, 59, 60, 40, 28, 6, 36, 19, 48, 32, 20, 10, 38, 11, 8, 11, 3, 18, 0, 8, 11, 11, 16, 20, 28, 19, 13, 23, 3, 38, 12, 15, 23, 16, 17, 7, 32, 24, 4, 0, 2, 0, 2, 8, 6, 8, 3, 8, 8, 18, 17, 19, 17, 10, 25, 6, 1, 8, 6, 10, 15, 52, 12, 15, 36, 52, 46, 8, 6, 3, 0, 4, 0, 20, 8, 6, 9, 17, 5, 5]","[56, 46, 36, 44, 44, 36, 32, 46, 48, 40, 42, 52, 34, 66, 26, 24, 52, 58, 38, 26]"
1,0,18,2,20,"[27, 26, 18, 27, 50, 15, 44, 38, 41, 90, 53, 4, 24, 48, 34, 54, 27, 35, 24, 21, 20, 22, 20, 51, 54, 51, 55, 50, 63, 36, 50, 52, 34, 69, 33, 40, 64, 11, 14, 11, 11, 11, 14, 44, 15, 2, 3, 1, 6, 6, 3, 2, 1, 1, 1, 1, 18, 10, 2, 15, 8, 15, 7, 15, 0, 27, 54, 58, 67, 60, 66, 38, 85, 37, 60, 37, 25, 40, 63, 30, 48, 69, 41, 50, 27, 30, 45, 38, 13, 30, 13, 32, 13, 30, 12, 7, 33, 13, 24, 52, 39, 41, 27, 27, 41, 19, 40, 60, 37, 29, 54, 75, 46, 42, 49, 63, 67, 81, 87, 95, 94, 95, 30, 20, 5, 9, 2, 0, 3, 9, 4, 8, 2, 6, 4, 7, 3, 4, 4, 2, 0, 2, 0, 2, 4, 0, 27, 27, 41, 63, 55, 53, 22, 11, 2, 19, 9, 34, 48, 27, 26, 18, 27, 7, 22, 51, 37, 44, 18, 40, 43, 49, 61, 11, 31, 46, 41, 28, 61, 0, 0, 0, 2, 27, 24, 24, 35, 8, 11, 25, 6, 11, 31, 19, 39, 45, 53, 60, 38, 19, 69, 63, 30, 27, 27, 41, 46, 19, 33, 31, 29, 32, 61, 14, 51, 56, 72, 80, 79, 40, 48, 4, 73, 15, 29, 17, 11, 23, 13, 12, 9, 10, 8, 9, 8, 10, 29, 13, 18, 13, 9, 27, 54, 58, 60, 53, 46, 54, 59, 36, 46, 60, 52, 33, 27, 31, 20, 27, 44, 57, 82, 13, 27, 24, 42, 29, 46, 55, 51, 43, 37, 24, 62, 80, 74, 27, 38, 15, 59, 57, 27, 48, 4, 23, 24, 33, 18, 21, 25, 17, 39, 30, 22, 31, 17, 39, 16, 32, 31, 27, 35, 45, 32, 53, 20, 59, 41, 65, 40, 30, 37, 48, 24, 39, 54, 38, 35, 45, 47, 6, 28, 6, 4, 6, 4, 1, 4, 1, 4, 4, 8, 0, 8, 28, 21, 28, 7, 4, 9, 4, 27, 54, 61, 26, 19, 46, 42, 12, 25, 15, 19, 13, 28, 12, 19, 30, 25, 39, 76, 82, 27, 24, 15, 21, 19, 4, 62, 30, 5, 55, 9, 36, 52, 45, 8, 83, 27, 27, 21, 66, 21, 53, 30, 30, 36, 14, 45, 37, 36, 30, 42, 48, 48, 27, 17, 19, 41, 41, 24, 34, 18, 33, 43, 55, 39, 19, 33, 35, 69, 84, 8, 95, 74, 7, 0, 2, 9, 3, 5, 5, 27, 24, 22, 31, 47, 22, 47, 23, 2, 1, 32, 43, 27, 54, 52, 43, 42, 60, 55, 22, 62, 26, 53, 4, 43, 50, 41, 68, 44, 37, 61, 48, 1, 5, 1, 1, 17, 5, 1, 10, 3, 0, 1, 0, 1, 0, 2, 0, 1, 6, 7, 2, 7, 8, 6, 3, 6, 10, 4, 12, 4, 6, 27, 30, 37, 27, 24, 22, 53, 38, 37, 48, 28, 20, 57, 69, 82, 101, 97, 72, 65, 20, 4, 15, 1, 2, 1, 3, 1, 3, 18, 12, 13, 7, 11, 7, 2, 7, 2, 0, 1, 2, 3, 12, 2, 2, 4, 0, 1, 0, 4, 0]","[32, 98, 38, 36, 88, 26, 48, 40, 76, 42, 36, 38, 82, 40, 32, 34, 54, 24, 99, 99]"
1,0,19,1,20,"[32, 59, 50, 56, 44, 50, 49, 58, 55, 43, 47, 43, 83, 85, 57, 65, 26, 61, 83, 97, 21, 4, 5, 1, 3, 13, 32, 40, 42, 74, 38, 59, 70, 64, 59, 56, 53, 77, 86, 38, 77, 55, 86, 98, 57, 116, 14, 20, 24, 36, 18, 19, 19, 2, 2, 13, 4, 3, 6, 8, 15, 32, 36, 32, 28, 61, 46, 71, 75, 47, 31, 31, 53, 64, 75, 55, 48, 48, 40, 58, 84, 8, 5, 14, 6, 13, 6, 32, 61, 74, 57, 41, 22, 36, 44, 47, 60, 42, 26, 44, 46, 77, 37, 62, 62, 45, 49, 42, 12, 24, 3, 35, 4, 6, 1, 3, 1, 1, 1, 6, 1, 3, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 3, 0, 32, 40, 26, 21, 15, 30, 52, 29, 36, 14, 45, 31, 12, 32, 40, 77, 41, 29, 22, 39, 55, 41, 51, 26, 57, 69, 68, 69, 42, 17, 69, 30, 32, 29, 32, 49, 57, 54, 46, 67, 62, 54, 58, 61, 50, 69, 42, 52, 68, 67, 64, 62, 26, 45, 18, 10, 14, 17, 32, 61, 39, 45, 60, 78, 68, 61, 54, 65, 66, 50, 59, 5, 32, 26, 68, 57, 32, 40, 72, 61, 83, 71, 62, 73, 49, 48, 59, 44, 53, 28, 31, 73, 87, 63, 67, 86, 7, 10, 5, 11, 8, 8, 32, 36, 35, 37, 33, 18, 30, 10, 40, 35, 42, 38, 36, 24, 73, 63, 50, 60, 78, 76, 32, 58, 62, 41, 32, 41, 58, 51, 55, 22, 60, 45, 35, 58, 67, 51, 66, 32, 30, 14, 12, 17, 31, 35, 27, 21, 38, 39, 41, 74, 32, 49, 21, 36, 27, 36, 43, 41, 32, 27, 38, 23, 31, 32, 30, 31, 43, 31, 52, 56, 64, 39, 48, 33, 10, 52, 37, 38, 46, 31, 32, 29, 28, 32, 42, 38, 45, 52, 25, 45, 58, 49, 57, 50, 54, 61, 37, 58, 64, 61, 8, 32, 40, 26, 37, 21, 23, 59, 38, 36, 24, 54, 43, 45, 47, 40, 61, 61, 73, 60, 73, 7, 32, 25, 66, 32, 37, 29, 56, 70, 62, 84, 72, 50, 74, 54, 28, 18, 34, 19, 41, 43, 18, 5, 11, 7, 8, 7, 8, 7, 11, 7, 32, 49, 12, 21, 38, 44, 64, 62, 63, 75, 61, 57, 59, 75, 67, 96, 85, 91, 93, 90, 5, 9, 5, 13, 5, 9, 6, 10, 32, 58, 72, 22, 32, 32, 19, 56, 35, 53, 53, 47, 85, 70, 46, 30, 35, 55, 61, 32, 19, 8, 16, 27, 3, 5, 19, 10, 19, 1, 32, 59, 72, 42, 28, 46, 21, 5, 58, 47, 24, 56, 48, 59, 31, 51, 8, 35, 37]","[52, 70, 52, 99, 26, 38, 52, 36, 52, 40, 34, 26, 26, 34, 42, 42, 60, 56, 60, 38]"
1,1,18,1,20,"[33, 70, 72, 76, 52, 69, 65, 75, 73, 65, 75, 48, 70, 63, 59, 74, 65, 64, 95, 93, 31, 38, 37, 34, 20, 23, 32, 23, 46, 22, 60, 24, 11, 12, 18, 12, 17, 11, 17, 11, 6, 9, 7, 8, 6, 8, 7, 7, 7, 10, 33, 66, 55, 31, 43, 61, 53, 66, 48, 72, 63, 30, 61, 52, 38, 56, 44, 68, 79, 85, 40, 40, 27, 33, 43, 38, 48, 44, 47, 67, 56, 63, 83, 70, 50, 73, 77, 72, 86, 62, 91, 76, 85, 1, 2, 1, 21, 8, 6, 8, 10, 5, 4, 9, 18, 17, 5, 7, 2, 5, 37, 3, 32, 33, 66, 47, 72, 78, 81, 76, 63, 76, 49, 79, 75, 77, 72, 83, 83, 92, 67, 74, 95, 33, 48, 37, 69, 77, 63, 73, 63, 61, 69, 70, 73, 78, 82, 41, 84, 82, 86, 81, 58, 10, 14, 11, 37, 33, 48, 51, 72, 49, 60, 64, 49, 48, 52, 40, 51, 51, 60, 41, 66, 93, 44, 70, 87, 24, 11, 11, 8, 58, 33, 30, 35, 33, 61, 59, 56, 53, 51, 74, 47, 52, 44, 84, 72, 65, 58, 74, 87, 93, 89, 80, 108, 18, 33, 48, 27, 71, 67, 69, 78, 86, 87, 78, 96, 93, 94, 75, 68, 41, 52, 66, 51, 74, 31, 32, 55, 17, 19, 9, 19, 21, 5, 1, 4, 5, 6, 7, 3, 33, 54, 25, 52, 27, 24, 55, 43, 37, 36, 34, 33, 45, 48, 48, 56, 64, 52, 80, 102, 14, 21, 14, 18, 14, 21, 17, 20, 16, 20, 17, 19, 11, 15, 12, 18, 15, 21, 33, 59, 23, 55, 65, 67, 55, 50, 61, 50, 51, 65, 67, 82, 72, 78, 85, 66, 58, 78, 25, 11, 8, 11, 10, 11, 7, 8, 33, 43, 41, 60, 53, 51, 73, 77, 66, 67, 77, 82, 88, 52, 68, 40, 32, 87, 87, 83, 20, 16, 30, 33, 70, 58, 80, 72, 59, 73, 52, 73, 52, 67, 71, 71, 82, 84, 87, 70, 67, 60, 48, 33, 71, 42, 78, 69, 57, 81, 38, 59, 79, 43, 57, 70, 58, 49, 60, 78, 57, 32, 76, 36, 40, 18, 33, 70, 31, 61, 43, 65, 81, 66, 74, 71, 52, 81, 93, 82, 84, 33, 61, 82, 71, 56, 80, 81, 60, 62, 69, 63, 86, 71, 71, 72, 63, 72, 66, 75, 65, 26, 28, 22, 33, 54, 21, 26, 48, 64, 53, 43, 54, 60, 49, 55, 53, 62, 57, 54, 33, 48, 35, 69, 68, 68, 73, 41, 55, 56, 60, 67, 76, 89, 73, 72, 98, 73, 84, 72, 10, 5, 8, 4, 5, 33, 71, 76, 51, 59, 49, 45, 37, 43, 50, 44, 11, 30, 30, 74, 51, 59, 90, 33, 41, 32, 51, 58, 57, 61, 56, 66, 57, 74, 71, 69, 57, 80, 75, 62, 37, 51, 41, 33, 43, 43, 55, 71, 75, 57, 62, 81, 36, 16, 25, 68, 54, 64, 69, 74, 95, 96, 87, 61, 18, 35, 22, 8, 11]","[99, 46, 80, 40, 48, 56, 41, 70, 76, 56, 46, 40, 46, 30, 46, 32, 50, 36, 40, 52]"
1,1,18,1,20,"[41, 51, 36, 56, 81, 80, 68, 72, 69, 81, 78, 73, 57, 49, 66, 94, 94, 75, 84, 96, 21, 18, 21, 18, 28, 20, 17, 62, 42, 40, 32, 18, 12, 41, 80, 42, 75, 30, 38, 62, 64, 52, 63, 54, 60, 61, 74, 81, 93, 80, 90, 100, 110, 31, 37, 28, 26, 31, 28, 26, 23, 31, 27, 26, 27, 30, 28, 20, 28, 25, 26, 16, 23, 19, 23, 22, 22, 26, 20, 41, 80, 54, 71, 45, 66, 72, 55, 64, 68, 85, 75, 58, 75, 63, 59, 65, 78, 88, 88, 41, 32, 26, 28, 26, 38, 18, 21, 17, 22, 15, 18, 19, 41, 80, 59, 77, 76, 78, 79, 85, 73, 81, 83, 86, 68, 94, 89, 65, 93, 65, 94, 78, 38, 41, 61, 65, 68, 42, 41, 56, 60, 57, 55, 67, 64, 68, 90, 85, 64, 106, 97, 74, 45, 38, 52, 60, 34, 38, 36, 41, 58, 51, 70, 76, 81, 73, 74, 88, 81, 73, 76, 90, 78, 79, 79, 92, 74, 91, 76, 28, 30, 21, 41, 60, 67, 66, 73, 45, 68, 70, 76, 94, 69, 87, 69, 86, 87, 86, 90, 82, 90, 80, 30, 12, 7, 18, 21, 19, 21, 41, 84, 46, 82, 63, 72, 65, 55, 79, 93, 78, 83, 66, 88, 83, 82, 53, 48, 104, 78, 32, 31, 33, 44, 33, 45, 14, 10, 41, 41, 58, 65, 61, 84, 79, 75, 81, 82, 76, 75, 71, 72, 79, 77, 81, 84, 91, 82, 102, 42, 34, 34, 41, 28, 53, 33, 41, 58, 74, 71, 77, 80, 77, 77, 87, 73, 61, 92, 95, 88, 73, 56, 100, 71, 103, 117, 43, 27, 52, 29, 41, 60, 65, 69, 71, 69, 78, 78, 76, 63, 54, 46, 60, 57, 90, 91, 92, 42, 67, 70, 26, 28, 26, 28, 26, 28, 53, 31, 26, 33, 30, 41, 58, 65, 81, 79, 79, 64, 68, 66, 65, 83, 94, 78, 67, 58, 67, 63, 66, 74, 100, 42, 39, 32, 36, 41, 31, 41, 37, 43, 37, 41, 58, 65, 58, 57, 74, 80, 89, 85, 84, 72, 79, 63, 86, 79, 72, 72, 59, 94, 70, 41, 76, 43, 88, 74, 74, 78, 65, 85, 93, 103, 94, 85, 82, 78, 76, 52, 88, 75, 75, 26, 22, 31, 23, 30, 26, 30, 19, 30, 23, 31, 14, 31, 27, 25, 15, 29, 25, 41, 66, 55, 67, 68, 70, 69, 59, 68, 58, 84, 87, 73, 79, 64, 79, 74, 105, 103, 94, 23, 13, 23, 29, 23, 13, 23, 29, 23, 13, 23, 16, 23, 36, 20, 23, 20, 26, 18, 26, 20, 23, 28, 26, 18, 26, 33, 20, 37, 25, 41, 51, 52, 65, 52, 57, 66, 57, 56, 69, 70, 67, 54, 52, 51, 63, 60, 73, 52, 74, 27, 32, 25, 41, 61, 27, 52, 35, 49, 75, 56, 43, 64, 72, 82, 63, 71, 80, 90, 53, 79, 41, 83, 67, 84, 75, 59, 62, 38, 66, 64, 84, 54, 72, 67, 72, 60, 69, 73, 100, 99, 22, 32, 22, 13, 41, 80, 63, 75, 81, 57, 54, 69, 77, 92, 74, 81, 81, 77, 78, 63, 95, 90, 81, 90, 32, 21, 26, 32, 31, 25, 41, 83, 61, 72, 68, 78, 76, 85, 78, 79, 78, 76, 79, 66, 55, 61, 56, 72, 59, 67]","[66, 92, 66, 42, 52, 46, 54, 58, 54, 47, 62, 60, 40, 76, 99, 46, 36, 48, 52, 40]"
