Norma Agent,Wins,Loss,Draw,Total Games Played,Predicted Invalid Moves,Turns
-1,20,0,0,20,"[1, 48, 51, 45, 57, 55, 23, 48, 13, 7, 26, 2, 7, 1, 45, 54, 50, 31, 19, 11, 6, 46, 20, 14, 13, 1, 54, 48, 48, 52, 47, 16, 14, 29, 16, 1, 3, 45, 9, 1, 17, 2, 46, 15, 24, 40, 45, 45, 42, 24, 23, 20, 15, 18, 12, 52, 50, 16, 11, 38, 25, 53, 49, 26, 29, 2, 30, 49, 36, 2, 0, 59, 20, 1, 10, 0, 7, 2, 8, 52, 23, 13, 42, 9, 12, 11, 2, 11, 47, 42, 48, 23, 73, 12, 34, 6, 21, 52, 1, 73, 46, 14, 28, 23, 17, 30, 31, 45, 60, 55, 32, 46, 3, 6, 3, 72, 49, 22, 11, 52, 9, 2, 0, 56, 10, 6, 48, 1, 7, 26, 11, 35, 0, 45, 33, 34, 2, 30, 52, 42, 22, 12, 34, 27, 50, 53, 9, 10, 47, 44, 51, 45, 48, 43, 14, 1]","[22, 16, 12, 20, 12, 20, 14, 14, 12, 12, 14, 16, 14, 14, 18, 16, 14, 12, 14, 26]"
-1,20,0,0,20,"[70, 56, 22, 13, 41, 19, 45, 12, 26, 74, 45, 42, 21, 55, 20, 35, 23, 5, 2, 27, 44, 9, 51, 44, 5, 16, 2, 32, 23, 8, 47, 34, 23, 4, 52, 8, 3, 12, 32, 48, 38, 45, 41, 3, 41, 48, 52, 17, 41, 41, 13, 7, 22, 27, 1, 53, 43, 41, 30, 32, 2, 17, 44, 0, 45, 42, 25, 15, 11, 49, 15, 21, 11, 15, 35, 12, 28, 34, 23, 22, 45, 0, 13, 4, 2, 41, 52, 48, 34, 42, 35, 58, 51, 24, 63, 49, 19, 57, 6, 0, 1, 59, 48, 23, 21, 72, 41, 28, 0, 7, 3, 58, 36, 0, 35, 44, 13, 41, 24, 13, 2, 4, 12, 18, 54, 30, 69, 15, 16, 41, 55, 44, 6, 0, 18, 72, 58, 1, 13, 6, 44, 16, 13, 74, 21, 15, 33, 34, 42, 49, 36, 15, 33, 42, 40, 7, 18, 5]","[18, 18, 16, 12, 12, 26, 16, 16, 12, 10, 12, 26, 16, 16, 14, 12, 18, 16, 16, 14]"
-1,20,0,0,20,"[16, 23, 28, 5, 14, 60, 24, 9, 35, 11, 11, 56, 27, 28, 48, 29, 59, 53, 21, 52, 16, 1, 20, 48, 41, 46, 19, 6, 14, 70, 21, 29, 36, 17, 35, 23, 20, 4, 46, 52, 47, 51, 28, 2, 70, 37, 43, 6, 42, 6, 47, 2, 56, 25, 71, 51, 33, 33, 45, 5, 47, 38, 37, 31, 19, 22, 22, 52, 8, 73, 16, 43, 16, 0, 10, 21, 14, 31, 47, 40, 25, 43, 28, 54, 3, 2, 19, 13, 42, 16, 13, 16, 29, 20, 11, 26, 23, 2, 43, 42, 8, 7, 41, 24, 0, 54, 28, 8, 41, 41, 41, 48, 9, 14, 56, 28, 2, 16, 49, 40, 40, 43, 40, 45, 8, 24, 0, 54, 44, 15, 34, 1, 19, 69, 32, 52, 3, 5, 44, 44, 55, 22, 15, 56, 25, 3, 44, 49, 22, 46, 42, 14, 58, 50, 15, 60, 26, 29, 13, 45, 46, 30, 55, 16]","[10, 12, 20, 16, 12, 18, 20, 18, 12, 14, 18, 12, 10, 16, 20, 24, 14, 20, 24, 18]"
-1,20,0,0,20,"[58, 1, 11, 29, 34, 35, 1, 44, 42, 6, 24, 23, 48, 13, 0, 3, 25, 47, 45, 44, 44, 35, 44, 47, 26, 1, 50, 44, 17, 8, 32, 39, 72, 38, 23, 52, 39, 42, 41, 42, 3, 18, 15, 33, 42, 41, 42, 18, 50, 28, 42, 43, 28, 15, 2, 50, 6, 1, 1, 72, 57, 38, 36, 5, 35, 51, 54, 27, 24, 26, 51, 46, 3, 13, 28, 57, 23, 60, 29, 51, 67, 44, 12, 52, 45, 22, 23, 52, 5, 49, 49, 47, 41, 8, 47, 33, 1, 40, 29, 76, 6, 1, 31, 49, 46, 22, 30, 58, 0, 19, 9, 23, 60, 40, 5, 64, 48, 8, 29, 5, 42, 44, 7, 46, 50, 47, 34, 2, 8, 21, 7, 45, 35, 13, 9, 25, 42, 1, 29, 76, 45, 27, 18, 15, 53, 38, 34, 31, 29, 4, 47, 3, 39, 56, 7, 11, 52, 46, 22, 11, 14, 61, 25, 15, 14, 48, 52, 45, 46, 44, 46, 27, 22]","[12, 16, 22, 14, 20, 22, 12, 18, 14, 24, 24, 16, 16, 24, 12, 12, 16, 12, 16, 24]"
-1,20,0,0,20,"[11, 22, 12, 15, 54, 50, 1, 64, 19, 22, 8, 7, 44, 15, 1, 3, 44, 23, 51, 39, 15, 54, 0, 10, 49, 13, 43, 14, 32, 10, 2, 4, 1, 22, 30, 47, 48, 51, 59, 49, 46, 18, 5, 28, 45, 54, 44, 50, 29, 52, 3, 35, 1, 43, 48, 4, 42, 22, 64, 37, 37, 33, 31, 41, 8, 57, 34, 54, 43, 21, 56, 4, 29, 8, 22, 15, 51, 11, 3, 58, 45, 42, 6, 80, 34, 7, 28, 34, 42, 44, 44, 9, 22, 13, 41, 46, 39, 44, 2, 42, 41, 42, 37, 54, 51, 5, 4, 43, 42, 10, 18, 14, 19, 10, 44, 7, 21, 8, 2, 29, 17, 6, 30, 5, 54, 5, 18, 43, 42, 42, 46, 42, 46, 7, 44, 41, 18, 7, 16, 9, 12, 52, 20, 13, 54, 24, 35, 10, 44, 17, 7, 8, 57, 25, 45, 43, 47, 45, 3, 12, 52, 14, 32, 49, 57, 45, 52, 35, 0, 46, 52, 12]","[14, 14, 14, 16, 10, 30, 18, 14, 18, 18, 18, 22, 18, 12, 10, 28, 12, 14, 20, 24]"
-1,20,0,0,20,"[76, 55, 21, 12, 31, 34, 3, 17, 14, 42, 47, 45, 2, 22, 41, 44, 27, 5, 5, 51, 15, 24, 28, 77, 5, 8, 45, 42, 42, 42, 10, 9, 31, 1, 46, 54, 20, 46, 9, 46, 45, 51, 29, 31, 57, 11, 34, 44, 14, 24, 46, 35, 1, 10, 46, 42, 43, 11, 42, 17, 45, 57, 39, 76, 10, 30, 22, 49, 16, 26, 73, 9, 36, 41, 42, 11, 35, 8, 3, 11, 46, 44, 16, 56, 11, 58, 41, 4, 54, 43, 33, 30, 45, 44, 49, 50, 2, 21, 1, 5, 57, 47, 21, 0, 19, 25, 10, 43, 6, 18, 41, 41, 41, 2, 48, 27, 1, 11, 18, 43, 23, 48, 43, 50, 35, 9, 59, 18, 28, 46, 1, 7, 10, 10, 53, 1, 2, 16, 28, 5, 52, 20, 20, 12, 0, 24, 47, 28, 55, 0, 6, 1, 17, 12, 42, 16, 19, 10, 43, 29, 48, 9, 45, 44, 42, 42, 42, 35, 42, 44, 44, 7]","[14, 20, 12, 20, 22, 16, 22, 14, 16, 20, 22, 14, 20, 18, 14, 12, 12, 14, 12, 30]"
-1,20,0,0,20,"[27, 47, 0, 53, 57, 0, 55, 49, 43, 60, 18, 12, 68, 41, 26, 17, 22, 11, 34, 26, 46, 7, 51, 43, 26, 42, 48, 40, 22, 2, 31, 32, 44, 0, 5, 17, 1, 9, 43, 15, 2, 15, 4, 46, 22, 0, 2, 24, 54, 3, 50, 30, 50, 30, 41, 12, 10, 0, 7, 47, 3, 9, 41, 14, 58, 30, 1, 22, 45, 27, 26, 74, 36, 20, 36, 48, 4, 11, 10, 41, 34, 12, 43, 45, 12, 31, 27, 47, 60, 34, 45, 36, 43, 47, 9, 6, 14, 46, 47, 24, 10, 11, 51, 46, 16, 26, 27, 23, 35, 24, 58, 16, 2, 17, 12, 42, 19, 14, 2, 45, 28, 57, 60, 27, 43, 46, 31, 79, 31, 50, 0, 0, 42, 41, 48, 1, 11, 9, 16, 2, 45, 42, 43, 42, 46, 44, 19, 24, 0, 22, 19, 41, 42, 0, 45, 10, 27, 7, 13, 1, 52, 26]","[24, 14, 22, 12, 12, 12, 18, 14, 14, 14, 16, 20, 18, 10, 14, 20, 20, 22, 16, 12]"
-1,20,0,0,20,"[25, 3, 31, 42, 45, 13, 28, 52, 1, 29, 0, 50, 39, 38, 11, 48, 41, 34, 41, 13, 43, 29, 1, 64, 13, 0, 37, 48, 16, 40, 29, 56, 31, 24, 3, 26, 19, 71, 51, 43, 4, 30, 41, 18, 1, 47, 46, 5, 52, 2, 25, 42, 47, 8, 16, 47, 18, 56, 10, 31, 48, 19, 19, 34, 11, 60, 28, 50, 9, 44, 43, 48, 11, 8, 14, 32, 13, 47, 5, 53, 6, 5, 29, 48, 35, 41, 7, 2, 31, 17, 10, 23, 26, 27, 42, 4, 26, 53, 52, 34, 42, 47, 43, 19, 1, 41, 14, 29, 47, 20, 50, 24, 0, 50, 55, 28, 30, 21, 43, 2, 11, 0, 29, 52, 32, 43, 47, 3, 27, 46, 71, 21, 45, 43, 45, 55, 0, 48, 53, 7, 21, 52, 2, 3, 19, 8, 41, 45, 12, 2, 48, 37, 47, 49, 22, 24, 32, 14, 45, 44, 46, 15, 48, 42, 26, 49, 44, 7, 34]","[14, 14, 18, 16, 12, 22, 18, 14, 20, 14, 14, 10, 22, 16, 16, 16, 26, 16, 16, 24]"
-1,20,0,0,20,"[17, 2, 44, 18, 48, 53, 10, 27, 2, 59, 48, 48, 7, 21, 43, 13, 6, 0, 10, 26, 43, 23, 17, 0, 37, 14, 47, 5, 6, 2, 4, 48, 41, 46, 50, 44, 4, 26, 2, 2, 41, 9, 57, 47, 8, 27, 60, 16, 17, 32, 51, 8, 41, 33, 13, 80, 52, 8, 8, 48, 22, 24, 57, 5, 55, 16, 37, 48, 44, 3, 51, 6, 41, 28, 68, 14, 17, 22, 44, 47, 41, 19, 34, 53, 12, 49, 7, 53, 57, 15, 57, 48, 45, 28, 44, 14, 80, 42, 27, 5, 12, 13, 26, 13, 26, 52, 43, 43, 6, 43, 8, 4, 30, 45, 20, 11, 2, 12, 2, 10, 32, 51, 49, 49, 14, 3, 2, 48, 25, 43, 7, 5, 44, 13, 72, 33, 49, 9, 27, 51, 10, 7, 72, 36, 45, 60, 42, 26, 23, 2, 2, 55, 19, 5, 0, 32, 24, 72, 2, 3, 7, 21, 16]","[16, 18, 12, 12, 20, 18, 14, 18, 20, 18, 26, 14, 18, 12, 16, 16, 16, 18, 12, 12]"
-1,20,0,0,20,"[0, 3, 55, 3, 14, 44, 43, 33, 55, 23, 49, 47, 4, 4, 39, 38, 32, 48, 24, 15, 44, 36, 27, 56, 12, 29, 43, 30, 20, 42, 33, 80, 0, 45, 56, 30, 43, 31, 43, 43, 48, 42, 36, 50, 8, 10, 4, 9, 46, 47, 24, 2, 25, 2, 9, 43, 15, 47, 2, 0, 12, 9, 52, 47, 14, 44, 31, 5, 54, 44, 17, 11, 53, 45, 18, 22, 70, 30, 7, 47, 12, 51, 13, 49, 3, 66, 27, 34, 14, 28, 22, 14, 49, 41, 0, 21, 32, 0, 5, 54, 1, 25, 30, 5, 58, 15, 7, 47, 49, 44, 35, 25, 8, 11, 42, 43, 18, 11, 23, 14, 11, 41, 6, 40, 11, 10, 42, 42, 18, 32, 47, 17, 49, 51, 7, 0, 44, 44, 42, 15, 70, 1, 33, 42, 2, 50, 28, 47, 43, 16, 32, 47, 52, 56, 53, 4, 44, 47, 21, 12, 46, 21, 25, 11, 48, 42, 44, 29, 0, 3]","[16, 16, 14, 16, 28, 14, 14, 16, 18, 18, 12, 14, 12, 18, 14, 18, 22, 20, 24, 16]"
-1,20,0,0,20,"[31, 1, 15, 43, 17, 7, 1, 43, 18, 14, 16, 44, 29, 82, 26, 25, 12, 48, 25, 43, 18, 56, 3, 2, 54, 42, 19, 0, 14, 2, 41, 44, 44, 45, 49, 42, 17, 54, 32, 30, 25, 59, 26, 1, 59, 57, 65, 15, 26, 21, 74, 2, 42, 13, 45, 8, 18, 47, 9, 82, 59, 0, 31, 48, 15, 8, 45, 43, 46, 19, 74, 46, 5, 33, 18, 35, 3, 53, 8, 24, 40, 38, 8, 14, 13, 43, 35, 12, 7, 43, 1, 24, 50, 44, 48, 2, 6, 44, 9, 38, 56, 1, 13, 45, 26, 15, 31, 5, 14, 46, 41, 6, 29, 7, 74, 16, 34, 47, 46, 27, 27, 20, 7, 10, 2, 42, 20, 9, 66, 6, 8, 20, 10, 48, 44, 46, 46, 16, 18, 57, 15, 10, 6, 22, 1, 55, 0, 3, 48, 6, 41, 23, 82, 5, 64, 29, 48, 15, 41, 14, 33]","[12, 14, 16, 16, 24, 18, 18, 22, 14, 14, 14, 18, 14, 14, 16, 12, 20, 12, 16, 18]"
-1,20,0,0,20,"[53, 22, 35, 25, 51, 8, 37, 27, 28, 40, 40, 16, 45, 51, 45, 7, 22, 70, 12, 46, 30, 0, 42, 30, 51, 20, 2, 10, 42, 42, 36, 3, 42, 43, 41, 41, 8, 70, 49, 29, 30, 53, 16, 19, 49, 26, 30, 4, 12, 0, 43, 24, 67, 7, 14, 41, 34, 13, 2, 53, 35, 29, 13, 50, 5, 38, 1, 3, 43, 41, 42, 15, 0, 17, 61, 11, 46, 7, 58, 53, 25, 50, 28, 38, 53, 28, 12, 12, 3, 22, 52, 4, 2, 5, 42, 45, 16, 47, 48, 22, 53, 22, 25, 7, 38, 42, 47, 45, 1, 58, 25, 8, 46, 45, 44, 21, 1, 54, 17, 70, 47, 30, 32, 31, 39, 36, 64, 2, 3, 36, 45, 35, 18, 52, 4, 9, 14, 7, 40, 15, 8, 3, 29, 46, 44, 47, 41, 29, 1, 0, 33, 49, 52, 45, 23, 26, 3, 27, 55, 5, 46, 46, 44, 9, 21, 51, 3]","[14, 20, 18, 22, 18, 12, 14, 14, 16, 20, 12, 20, 18, 20, 14, 14, 14, 18, 16, 20]"
-1,20,0,0,20,"[31, 45, 47, 55, 4, 32, 51, 45, 48, 1, 47, 15, 56, 31, 54, 5, 23, 19, 34, 0, 49, 57, 45, 23, 31, 46, 48, 45, 20, 48, 15, 17, 55, 13, 14, 62, 8, 27, 73, 34, 34, 24, 44, 21, 1, 13, 29, 1, 5, 44, 2, 10, 15, 44, 35, 34, 35, 54, 10, 2, 56, 53, 30, 51, 28, 9, 0, 54, 15, 51, 27, 50, 45, 39, 35, 11, 22, 47, 23, 46, 44, 44, 7, 32, 3, 47, 26, 21, 49, 46, 53, 24, 0, 2, 53, 29, 17, 41, 25, 8, 5, 53, 10, 14, 50, 1, 17, 13, 1, 47, 1, 43, 49, 43, 43, 34, 20, 2, 63, 0, 11, 42, 6, 19, 31, 25, 31, 13, 50, 45, 1, 53, 0, 22, 28, 27, 14, 17, 30, 41, 21, 16, 44, 45, 12, 61, 20, 32, 45, 2, 11, 0, 13, 47, 43, 20, 15, 11, 0]","[24, 14, 24, 14, 14, 12, 12, 18, 18, 18, 18, 14, 14, 20, 14, 14, 12, 16, 14, 14]"
-1,20,0,0,20,"[11, 59, 17, 22, 33, 45, 49, 47, 47, 41, 17, 26, 26, 45, 1, 25, 42, 22, 62, 24, 20, 9, 10, 41, 18, 57, 1, 8, 44, 43, 43, 21, 44, 19, 46, 3, 62, 8, 6, 6, 15, 26, 62, 28, 1, 48, 4, 5, 52, 0, 23, 34, 43, 42, 22, 42, 43, 24, 48, 51, 22, 1, 62, 44, 6, 48, 34, 10, 4, 11, 11, 41, 3, 2, 5, 79, 57, 41, 11, 59, 11, 67, 45, 10, 46, 49, 61, 47, 65, 45, 24, 63, 16, 2, 11, 3, 11, 45, 30, 4, 13, 9, 27, 23, 0, 12, 9, 34, 1, 10, 56, 62, 34, 51, 26, 7, 44, 17, 31, 49, 12, 47, 52, 47, 51, 43, 0, 46, 12, 56, 36, 11, 9, 52, 2, 41, 12, 8, 4, 46, 12, 26, 9, 21, 2, 29, 50, 42, 0, 44, 57, 44, 0, 3, 26, 3, 2, 20, 44, 3, 56, 15, 31, 19, 11, 12]","[22, 14, 14, 22, 12, 16, 22, 16, 12, 36, 12, 10, 10, 18, 26, 14, 12, 20, 12, 12]"
-1,20,0,0,20,"[62, 28, 25, 21, 18, 4, 62, 0, 8, 19, 30, 48, 0, 57, 11, 0, 48, 12, 50, 43, 9, 19, 72, 29, 42, 42, 16, 35, 44, 50, 0, 4, 69, 32, 18, 35, 52, 4, 53, 27, 15, 9, 27, 35, 30, 0, 55, 62, 23, 44, 17, 17, 46, 33, 69, 11, 22, 43, 31, 15, 38, 31, 50, 42, 48, 32, 31, 4, 11, 72, 45, 1, 43, 19, 1, 1, 17, 57, 12, 42, 13, 20, 18, 50, 51, 27, 57, 20, 0, 1, 56, 26, 28, 15, 16, 42, 3, 42, 42, 30, 3, 31, 26, 54, 33, 44, 34, 42, 49, 47, 22, 69, 23, 42, 43, 18, 18, 1, 17, 54, 4, 10, 50, 25, 44, 35, 40, 28, 63, 16, 24, 16, 24, 32, 82, 56, 41, 31, 26, 27, 26, 43, 0, 56, 17, 43, 42, 51, 45, 2, 10, 33, 29, 16, 2, 41, 42, 43, 40, 40, 17, 53, 49, 8, 5]","[12, 14, 18, 20, 16, 10, 18, 14, 16, 16, 18, 14, 16, 20, 16, 18, 12, 18, 20, 24]"
-1,20,0,0,20,"[19, 52, 44, 22, 0, 2, 23, 52, 58, 13, 38, 45, 18, 40, 20, 41, 23, 48, 26, 19, 23, 43, 23, 42, 45, 26, 48, 46, 31, 31, 33, 46, 49, 51, 53, 48, 47, 48, 53, 44, 13, 0, 32, 31, 33, 7, 44, 3, 35, 49, 2, 50, 10, 49, 13, 43, 5, 1, 26, 28, 1, 30, 45, 2, 26, 28, 0, 45, 15, 15, 64, 26, 41, 44, 30, 56, 0, 4, 32, 28, 44, 2, 6, 14, 3, 28, 22, 7, 37, 23, 64, 30, 23, 33, 32, 21, 61, 27, 13, 42, 18, 27, 2, 2, 46, 49, 51, 45, 41, 9, 13, 0, 17, 62, 20, 47, 2, 48, 5, 18, 43, 8, 49, 3, 11, 22, 4, 40, 0, 2, 50, 29, 0, 17, 52, 43, 27, 56, 14, 7, 50, 6, 54, 47, 39, 5, 45, 44, 45, 43, 44, 44, 42, 42, 26, 77, 16, 56, 53, 48, 24, 33, 25, 45, 50, 12, 64, 16, 16, 28, 41, 7, 43, 21]","[14, 24, 20, 28, 12, 18, 12, 12, 18, 12, 10, 12, 14, 20, 18, 14, 16, 36, 22, 16]"
-1,20,0,0,20,"[0, 57, 38, 7, 2, 38, 0, 0, 53, 61, 17, 57, 5, 4, 22, 27, 15, 22, 45, 47, 45, 43, 14, 10, 68, 10, 20, 48, 34, 43, 9, 10, 60, 17, 39, 33, 5, 53, 24, 0, 6, 42, 2, 9, 53, 23, 54, 22, 42, 11, 26, 38, 70, 30, 5, 21, 19, 49, 25, 55, 12, 30, 51, 11, 28, 32, 72, 3, 22, 21, 34, 42, 8, 0, 52, 48, 21, 26, 47, 1, 21, 7, 48, 47, 48, 0, 2, 14, 21, 74, 6, 25, 33, 36, 41, 4, 54, 3, 8, 4, 15, 1, 64, 21, 3, 24, 46, 25, 6, 14, 53, 44, 14, 28, 46, 49, 5, 10, 32, 29, 53, 32, 16, 42, 31, 8, 21, 1, 50, 33, 47, 11, 70, 26, 47, 25, 18, 28, 45, 26, 13, 29, 47, 47, 5, 2, 40, 42, 42, 8]","[12, 16, 18, 16, 12, 14, 16, 14, 14, 14, 16, 16, 14, 12, 14, 18, 14, 14, 16, 20]"
-1,20,0,0,20,"[66, 25, 29, 15, 30, 27, 8, 57, 47, 23, 36, 43, 44, 45, 45, 34, 43, 47, 16, 79, 11, 28, 22, 51, 25, 21, 0, 14, 24, 44, 24, 45, 13, 1, 45, 49, 39, 13, 30, 33, 30, 14, 19, 0, 6, 54, 43, 4, 66, 27, 22, 42, 44, 43, 17, 15, 25, 27, 12, 3, 1, 48, 44, 1, 15, 15, 11, 48, 48, 13, 45, 31, 66, 27, 22, 46, 47, 11, 43, 50, 46, 3, 3, 8, 5, 6, 15, 30, 27, 47, 58, 45, 32, 20, 44, 8, 49, 26, 54, 21, 43, 15, 47, 45, 15, 10, 18, 8, 4, 47, 28, 45, 15, 50, 57, 48, 64, 59, 45, 21, 54, 8, 18, 2, 56, 28, 11, 26, 28, 27, 46, 41, 42, 11, 1, 15, 4, 39, 14, 1, 11, 56, 2, 36, 13, 47, 39, 2, 25, 48, 1, 1, 3, 2, 4, 45, 29, 44, 46, 42, 3, 1]","[12, 26, 14, 14, 16, 14, 18, 14, 16, 22, 10, 20, 18, 26, 14, 16, 10, 14, 12, 18]"
-1,20,0,0,20,"[7, 13, 45, 13, 14, 33, 65, 20, 44, 3, 19, 12, 15, 70, 29, 33, 43, 1, 4, 5, 11, 12, 45, 5, 0, 47, 34, 29, 46, 35, 54, 5, 47, 47, 15, 14, 15, 21, 7, 28, 47, 12, 7, 55, 50, 29, 23, 29, 43, 45, 20, 50, 5, 3, 19, 33, 43, 46, 2, 10, 3, 44, 0, 17, 12, 55, 14, 51, 54, 63, 34, 8, 25, 52, 16, 9, 2, 55, 37, 42, 41, 33, 40, 23, 28, 4, 11, 27, 52, 22, 81, 63, 43, 11, 14, 45, 20, 9, 34, 55, 10, 10, 1, 15, 43, 27, 65, 18, 43, 13, 16, 12, 49, 10, 9, 70, 3, 41, 48, 16, 23, 48, 52, 14, 70, 22, 20, 28, 10, 41, 21, 70, 31, 16, 27, 45, 41, 47, 46, 25, 54, 58, 54, 29, 28, 27, 43, 41, 41, 32, 30, 38, 67, 18, 23, 18, 25, 44, 44, 56, 47, 24]","[12, 14, 14, 14, 18, 12, 18, 16, 12, 20, 18, 12, 18, 14, 16, 20, 14, 26, 16, 20]"
-1,20,0,0,20,"[56, 19, 5, 3, 6, 46, 14, 13, 12, 14, 45, 6, 32, 13, 17, 14, 20, 13, 56, 1, 12, 58, 20, 41, 43, 25, 19, 0, 25, 40, 13, 6, 46, 14, 0, 25, 41, 25, 29, 50, 12, 0, 34, 55, 51, 46, 44, 26, 30, 31, 56, 16, 24, 15, 17, 13, 2, 22, 38, 30, 16, 56, 29, 68, 23, 22, 30, 14, 29, 4, 34, 0, 49, 20, 3, 49, 29, 43, 20, 29, 53, 4, 7, 45, 48, 37, 33, 48, 55, 1, 31, 52, 0, 8, 16, 38, 6, 52, 3, 30, 18, 4, 41, 7, 29, 17, 46, 12, 16, 5, 52, 20, 65, 31, 10, 21, 53, 57, 47, 51, 36, 66, 32, 21, 20, 8, 45, 32, 2, 45, 45, 45, 43, 12, 40, 16, 46, 44, 29, 46, 23, 0, 10, 2, 30, 10]","[14, 12, 10, 18, 14, 14, 18, 12, 10, 14, 12, 16, 18, 12, 14, 12, 22, 14, 26, 10]"
-1,20,0,0,20,"[69, 35, 9, 48, 57, 44, 36, 46, 43, 45, 22, 3, 3, 9, 46, 18, 40, 26, 15, 69, 45, 49, 18, 36, 35, 40, 43, 50, 41, 47, 41, 35, 47, 42, 31, 70, 21, 45, 1, 43, 35, 23, 51, 29, 9, 23, 15, 47, 50, 1, 38, 49, 5, 5, 47, 50, 47, 50, 43, 52, 4, 12, 7, 33, 49, 50, 49, 15, 10, 0, 22, 53, 22, 49, 18, 49, 49, 48, 17, 2, 20, 69, 37, 43, 55, 37, 41, 42, 31, 42, 41, 6, 13, 70, 24, 11, 8, 5, 22, 55, 7, 51, 53, 39, 37, 27, 29, 53, 29, 50, 26, 32, 28, 6, 9, 21, 26, 27, 64, 3, 70, 2, 20, 19, 51, 28, 34, 3, 12, 42, 20, 25, 24, 79, 68, 18, 35, 17, 28, 20, 65, 26, 24, 47, 26, 27, 15, 70, 11, 20, 42, 7, 6, 49, 30, 8, 17, 43, 27, 10, 12, 55, 1, 11, 23, 44, 47, 40, 12, 10]","[24, 14, 32, 18, 14, 24, 16, 20, 24, 12, 16, 14, 12, 14, 12, 14, 14, 16, 12, 18]"
-1,20,0,0,20,"[54, 10, 10, 3, 22, 46, 3, 29, 45, 2, 53, 14, 13, 41, 45, 41, 42, 44, 43, 43, 44, 43, 44, 26, 59, 13, 24, 44, 17, 18, 36, 3, 17, 34, 32, 9, 5, 12, 49, 43, 39, 21, 32, 71, 13, 44, 3, 20, 43, 18, 42, 28, 7, 50, 8, 43, 41, 41, 24, 34, 44, 43, 47, 7, 29, 21, 11, 53, 48, 24, 29, 14, 41, 15, 46, 50, 20, 16, 35, 59, 0, 30, 27, 43, 22, 0, 33, 26, 7, 46, 43, 41, 56, 27, 37, 29, 4, 11, 11, 28, 24, 41, 30, 6, 45, 17, 19, 1, 15, 33, 44, 21, 19, 7, 58, 8, 0, 7, 23, 71, 18, 25, 16, 4, 43, 10, 54, 11, 19, 2, 9, 19, 53, 20, 51, 0, 47, 19, 33, 44, 47, 9, 3, 34, 47, 26, 8, 40, 4, 33, 4, 56, 45, 37, 50, 22, 46, 7]","[14, 34, 14, 10, 14, 18, 24, 14, 16, 14, 18, 10, 14, 12, 12, 14, 12, 20, 14, 18]"
-1,20,0,0,20,"[64, 22, 35, 48, 51, 29, 42, 53, 0, 25, 34, 4, 37, 22, 52, 52, 1, 68, 33, 15, 42, 15, 45, 0, 1, 55, 29, 5, 49, 32, 54, 13, 1, 71, 10, 34, 3, 42, 45, 24, 47, 20, 1, 18, 39, 21, 32, 54, 26, 52, 52, 25, 12, 43, 17, 17, 68, 3, 26, 26, 12, 46, 45, 40, 18, 29, 16, 38, 19, 47, 51, 43, 23, 0, 33, 41, 47, 14, 47, 36, 16, 50, 2, 60, 52, 9, 10, 8, 55, 1, 5, 57, 1, 43, 40, 25, 43, 41, 46, 41, 23, 11, 55, 14, 46, 16, 33, 22, 45, 32, 5, 14, 21, 49, 47, 16, 36, 54, 18, 42, 45, 52, 47, 21, 68, 3, 21, 47, 3, 54, 11, 5, 2, 5, 33, 5, 10, 28, 42, 45, 20, 11, 5, 35, 47, 24, 19, 18, 9, 3, 31, 31, 14, 68, 37, 33, 6, 52, 0, 50, 62, 59, 12]","[20, 14, 16, 16, 18, 10, 18, 18, 16, 16, 18, 24, 16, 14, 24, 12, 14, 12, 10, 20]"
-1,20,0,0,20,"[1, 49, 50, 8, 8, 7, 25, 14, 55, 62, 44, 1, 21, 24, 12, 50, 1, 8, 32, 15, 14, 50, 7, 51, 54, 50, 44, 18, 28, 14, 27, 0, 59, 50, 19, 12, 54, 49, 24, 26, 58, 18, 43, 50, 0, 7, 35, 45, 24, 73, 8, 45, 42, 43, 44, 3, 61, 28, 15, 10, 10, 33, 13, 0, 13, 4, 3, 46, 46, 43, 26, 9, 42, 0, 16, 20, 24, 43, 11, 34, 0, 58, 17, 43, 15, 45, 45, 4, 31, 73, 59, 0, 11, 30, 26, 15, 56, 30, 40, 27, 6, 48, 6, 40, 50, 29, 2, 11, 46, 13, 3, 11, 68, 1, 23, 25, 9, 44, 32, 16, 2, 24, 46, 1, 22, 10, 44, 32, 49, 42, 32, 8, 25, 1, 0, 46, 41, 40, 16, 50, 0, 32, 55, 18, 8, 4, 13, 29, 51, 23, 6, 44, 46, 11, 0, 20]","[14, 16, 12, 20, 18, 18, 22, 10, 18, 12, 18, 14, 20, 12, 14, 12, 16, 18, 12, 16]"
